P9723_1012_S12_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.5	2.75	4.0	9.25	13.25	19.0	46.5	116.0	146.0	352.0	1031.75	1344.5	1685.5	2231.75	6656.0	8830.5	4334.25	2594.75	2929.75	4782.25	6320.75	3113.5	1973.0	1616.75	1271.75	1018.25	892.5	596.0	334.75	497.25	401.5	161.5	58.75	20.5	9.25	4.0	2.25	2.0	1.5	0.25	0.25	0.5	0.25	0.5	0.5	0.25	0.25	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P9723_1013_S13_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.75	0.5	1.25	1.5	0.75	4.0	7.5	26.5	52.0	71.0	149.25	251.25	482.5	831.25	1642.25	2266.0	1955.5	1775.25	2254.5	5258.0	6092.75	3938.0	2200.75	4252.5	3844.0	3233.0	2964.5	7409.75	4630.25	4465.25	1470.5	496.25	187.25	54.5	24.5	22.5	14.75	52.0	83.0	27.0	3.0	2.0	0.5	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P9723_1013_S13_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.5	0.25	0.25	1.0	1.5	3.0	3.75	2.75	4.75	10.5	28.0	56.5	90.0	165.0	326.25	657.75	1255.75	2117.25	1984.5	2124.75	3103.25	4141.25	5032.75	3777.75	3204.5	3880.25	3735.75	3185.5	3291.0	6675.75	5517.5	4152.0	2372.5	1058.5	475.5	199.5	84.25	50.25	38.75	45.5	54.0	39.75	25.0	11.0	6.25	2.5	1.5	1.75	1.5	1.0	0.75	0.0	0.0	0.25	0.75	0.25	0.25	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P9723_1014_S14_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	4.25	9.0	27.0	52.75	101.5	197.25	294.0	419.25	649.25	695.0	891.5	1251.5	1252.5	1806.0	5098.0	3925.5	9858.5	13932.25	28372.25	8260.25	2011.0	757.5	661.0	195.25	62.75	30.0	22.25	28.0	32.5	25.5	10.25	2.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P9723_1014_S14_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.25	1.0	1.75	3.0	9.5	18.75	48.0	80.0	152.75	322.75	525.25	699.75	960.25	1289.0	1619.0	2451.0	4148.75	5119.25	8280.0	8795.25	18169.75	22191.25	6175.5	2121.5	1045.5	569.75	223.0	94.25	38.25	28.0	25.25	33.0	34.0	18.25	6.25	3.0	0.75	1.25	0.75	0.75	0.75	0.25	0.5	0.25	1.0	0.5	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333
P9723_1015_S15_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.25	0.5	1.0	0.5	1.25	7.0	19.75	48.0	114.25	225.0	282.75	476.0	794.25	1278.25	1998.25	4374.0	1611.5	2730.75	6614.75	6484.25	11049.5	10127.25	4647.0	1629.5	984.5	874.25	1101.25	683.75	286.5	183.25	367.25	1015.5	194.0	43.5	17.75	3.5	1.25	0.25	0.25	0.25	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P9723_1015_S15_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.25	0.25	0.25	0.5	0.5	1.75	2.5	4.5	4.25	10.25	22.5	85.25	104.0	123.0	310.0	522.75	942.5	2157.75	4027.25	1848.75	2176.75	4288.75	7108.25	9364.5	10004.0	5175.25	3212.75	1658.5	1137.25	1043.75	802.25	493.75	225.25	151.0	166.75	256.25	588.25	495.75	255.5	93.0	30.0	11.0	3.0	2.75	1.0	0.25	0.0	0.25	0.75	0.5	0.75	0.5	0.0	0.25	0.25	0.5	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P9723_1016_S16_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.25	1.75	5.5	5.25	5.5	10.5	22.0	60.5	178.25	278.5	527.0	1252.75	2282.75	5035.75	6856.25	6033.75	5707.75	1707.25	1971.25	3344.5	7430.5	4718.25	2046.0	1730.0	1621.5	1470.75	1425.25	958.5	612.5	922.25	445.75	129.0	35.25	11.5	3.5	1.0	0.25	0.0	0.25	0.25	0.0	0.0	0.5	0.0	0.5	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.3333333333333333
P9723_1016_S16_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.75	0.75	1.75	2.75	6.0	5.25	9.5	14.75	51.0	122.0	208.25	437.75	1300.25	1886.25	1823.75	2341.25	6928.75	9200.5	4458.25	2744.5	3183.75	4992.5	6338.5	3223.75	2193.5	1816.0	1417.0	1328.25	1146.25	766.5	440.25	599.0	581.75	390.5	167.25	64.5	23.75	6.5	4.75	1.75	1.25	0.25	0.0	0.25	0.25	0.5	0.0	0.5	0.25	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P9723_1017_S17_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.5	1.75	1.25	4.0	7.25	23.25	56.0	127.5	237.25	457.5	829.25	1392.25	1831.5	1220.5	1052.75	1465.25	2599.75	3372.5	4476.0	4731.75	22654.75	12263.25	2814.0	1238.25	941.75	482.25	262.75	135.25	62.25	32.0	8.0	9.0	6.25	1.5	1.25	0.25	0.0	0.0	0.5	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.25	0.25	0.5	0.0	0.0	0.0	0.25	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P9723_1017_S17_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.5	1.0	1.5	2.0	2.75	3.5	9.25	25.5	57.0	118.5	266.0	623.5	1180.0	1792.5	1317.25	1192.5	1701.25	3020.75	4948.5	5156.25	8717.75	16222.75	12095.25	5182.25	2026.75	1195.75	657.25	342.0	215.5	103.0	55.5	30.25	12.75	6.25	8.75	5.75	4.0	2.0	1.75	0.5	0.25	0.25	0.25	0.75	0.0	0.25	0.5	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0
P9723_1018_S18_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5	1.5	8.25	28.25	56.25	91.75	176.0	257.0	358.75	620.75	724.25	846.25	1210.5	1515.25	1576.25	3437.25	22185.75	21355.0	8815.0	16887.75	2904.25	970.75	592.5	295.75	138.75	19.25	10.75	5.25	2.75	1.0	1.0	0.75	0.0	0.5	0.25	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.25	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0	0.0
