Module	Section	Sample Name	Source
FastQC	all_sections	P9723_1085_S85_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1085_S85_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1086_S86_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1086_S86_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1086_S86_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1086_S86_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1087_S87_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1087_S87_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1087_S87_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1087_S87_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1088_S88_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1088_S88_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1088_S88_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1088_S88_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1089_S89_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1089_S89_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1089_S89_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1089_S89_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1090_S90_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1090_S90_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1090_S90_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1090_S90_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1091_S91_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1091_S91_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1091_S91_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1091_S91_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1092_S92_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1092_S92_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1092_S92_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1092_S92_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1093_S93_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1093_S93_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1093_S93_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1093_S93_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1094_S94_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1094_S94_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1094_S94_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1094_S94_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1095_S95_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1095_S95_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1095_S95_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1095_S95_L001_R2_001_fastqc.zip
FastQC	all_sections	P9723_1096_S96_L001_R1_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1096_S96_L001_R1_001_fastqc.zip
FastQC	all_sections	P9723_1096_S96_L001_R2_001	/Users/juliana/Documents/Drive/NBIS/Projects/6198/Data/P9723_1096_S96_L001_R2_001_fastqc.zip
