Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282	287	292	297	300
P9723_1001_S1_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.002516014431858781	0.0	0.0015096086591152688	0.0002012811545487025	0.00010064057727435124	0.0	0.0	0.0	0.0	0.0	0.0	0.00010064057727435124	0.008655089645594208	0.014190321395683526	0.0	0.0	0.004730107131894509	0.002516014431858781	0.0	0.0009057651954691611	0.0014089680818409175	0.0	0.0011070463500178639	0.0005032028863717562	0.0	0.0026166550091331325	0.004730107131894509	0.00161024923638962	0.00030192173182305373	0.0011070463500178639	0.0011070463500178639	0.0	0.00322049847277924	0.0022140927000357277	0.0009057651954691611	0.00010064057727435124	0.0	0.0	0.0	0.0	0.00010064057727435124	0.0022140927000357277	0.00483074770916886	0.0007044840409204588	0.00010064057727435124	0.0	0.004327544822797104	0.0011070463500178639	0.00010064057727435124	0.0	0.005535231750089319	0.008151886759222451	0.0	0.0	0.0009057651954691611	0.0002012811545487025	0.00010064057727435124	0.0	0.0	0.0	0.00080512461819481	0.0002516014431858781
P9723_1001_S1_L001_R2_001	0.5298726393494593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030192173182305373	0.00030192173182305373	0.005333950595540616	0.0	0.0	0.0002012811545487025	0.00030192173182305373	0.002817936163681835	0.0	0.0	0.0	0.0	0.0	0.0007044840409204588	0.0009057651954691611	0.0006038434636461075	0.0	0.00030192173182305373	0.011473025809276042	0.010164698304709476	0.0006038434636461075	0.0002012811545487025	0.0015096086591152688	0.0017108898136639712	0.0005032028863717562	0.0006038434636461075	0.000402562309097405	0.0002012811545487025	0.0	0.0002012811545487025	0.00010064057727435124	0.00010064057727435124	0.0	0.0	0.0	0.0005032028863717562	0.0	0.0006038434636461075	0.0002012811545487025	0.0	0.00030192173182305373	0.0030192173182305377	0.0007044840409204588	0.0	0.0002012811545487025	0.0	0.0	0.0	0.0	0.0	0.0007044840409204588	0.0013083275045665662	0.0
P9723_1002_S2_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0023358846384439894	0.00038931410640733155	0.00038931410640733155	0.0007007653915331968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009577127017620356	0.01899852839267778	0.0	0.0	0.008097733413272497	0.004749632098169445	0.0	0.0021022961745995905	0.003893141064073316	0.0	0.0028030615661327873	0.0008564910340961294	0.00015572564256293264	0.005372534668421176	0.009187812911213025	0.0025694731022883883	0.0	0.0016351192469107926	0.0039710038853547815	7.786282128146632e-05	0.006306888523798772	0.0034259641363845175	0.0017908448894737251	0.00015572564256293264	0.0	0.0	0.0	0.0	0.00031145128512586527	0.0035816897789474503	0.011367971907094081	0.0016351192469107926	0.00031145128512586527	0.0	0.008564910340961294	0.0011679423192219947	0.0	0.0	0.008487047519679828	0.0145603475796342	0.0	7.786282128146632e-05	0.00031145128512586527	0.0017908448894737251	0.00031145128512586527	0.0	0.0	7.786282128146632e-05	0.0017129820681922587	0.001946570532036658
P9723_1002_S2_L001_R2_001	0.5310244411396002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.786282128146632e-05	0.0008564910340961294	0.006151162881235839	0.00038931410640733155	0.0	0.0002335884638443989	0.0002335884638443989	0.006774065451487569	0.0	0.0	0.0	0.0	0.0	0.0007007653915331968	0.0013236679617849273	0.0006229025702517305	0.0	0.0002335884638443989	0.014716073222197134	0.015961878362700594	0.0005450397489702642	0.00038931410640733155	0.002258021817162523	0.003036650029977186	0.00031145128512586527	0.0006229025702517305	0.0004671769276887978	7.786282128146632e-05	0.00015572564256293264	0.00031145128512586527	0.0	0.00038931410640733155	0.0	0.0	0.0	0.00015572564256293264	0.0	0.0016351192469107926	0.00031145128512586527	0.0	0.00015572564256293264	0.0056061231322655745	0.0007786282128146631	0.0	7.786282128146632e-05	7.786282128146632e-05	0.0	0.0	0.0	0.0	0.00015572564256293264	0.0011679423192219947	0.0
P9723_1003_S3_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0014511839847335445	0.0	0.0014511839847335445	0.000653032793130095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009069899904584653	0.015527668636648926	0.0	0.0	0.006167531935117564	0.004716347950384019	0.0	0.0015237431839702216	0.002902367969467089	0.0	0.001668861582443576	0.0002902367969467089	7.255919923667723e-05	0.003773078360307216	0.00703824232595769	0.0034828415633605067	0.0	0.0011609471877868356	0.0018139799809169306	0.0	0.004280992754963956	0.00391819675878057	0.0014511839847335445	0.00014511839847335445	0.0	0.0	0.0	7.255919923667723e-05	7.255919923667723e-05	0.003120045567177121	0.007401038322141077	0.000653032793130095	7.255919923667723e-05	0.0	0.006167531935117564	0.000943269590076804	7.255919923667723e-05	0.0	0.006022413536644209	0.009722932697714747	0.0	0.0	0.000653032793130095	0.0007981511916034493	0.00014511839847335445	0.0	7.255919923667723e-05	0.0	0.0005079143946567406	0.0009069899904584653
P9723_1003_S3_L001_R2_001	0.5166214985651418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002902367969467089	0.000653032793130095	0.005514499141987469	0.00021767759771003167	0.0	0.00014511839847335445	0.0003627959961833861	0.005949854337407532	0.0	0.0	0.0	0.0	0.0	0.000653032793130095	0.0008707103908401267	0.0007255919923667722	0.0	0.0002902367969467089	0.011174116682448292	0.011319235080921647	0.0005079143946567406	7.255919923667723e-05	0.001668861582443576	0.0017414207816802533	0.00014511839847335445	0.0003627959961833861	0.0002902367969467089	0.0	7.255919923667723e-05	0.00014511839847335445	7.255919923667723e-05	0.00014511839847335445	0.0	0.0	0.0	0.00014511839847335445	0.0	0.0007981511916034493	0.0005804735938934178	0.0	0.0	0.004063315157253925	0.0005804735938934178	0.0	0.00021767759771003167	0.0	0.0	0.0	0.0	0.0	0.00021767759771003167	0.000653032793130095	0.0
P9723_1004_S4_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0004993558309780384	0.0009987116619560768	0.0009987116619560768	0.0007989693295648614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013083122771624604	0.02047358907009957	0.0	0.0	0.00769007979706179	0.006791239301301322	0.0	0.002696521487281407	0.005293171808367207	0.0	0.003395619650650661	0.000599226997173646	0.0	0.007590208630866183	0.009887245453365159	0.00429446014641113	0.0	0.0016978098253253304	0.0046939448111935605	9.987116619560767e-05	0.006491625802714498	0.004594073644997953	0.0022970368224989766	0.0004993558309780384	0.0	0.0	0.0	9.987116619560767e-05	0.00019974233239121534	0.0046939448111935605	0.013782220934993858	0.001498067492934115	9.987116619560767e-05	0.0	0.009487760788582728	0.001498067492934115	0.0	0.0	0.009687503120973943	0.014780932596949936	9.987116619560767e-05	0.0	0.0010985828281516845	0.0024967791548901916	0.0003994846647824307	0.0	0.0	0.0	0.001498067492934115	0.001498067492934115
P9723_1004_S4_L001_R2_001	0.507345524273687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000299613498586823	0.0009987116619560768	0.007490337464670574	0.000299613498586823	0.0	9.987116619560767e-05	0.00019974233239121534	0.0071907239660837525	0.0	0.0	0.0	0.0	0.0	0.0003994846647824307	0.0008988404957604691	0.0008988404957604691	0.0	9.987116619560767e-05	0.014681061430754327	0.01747745408423134	0.0004993558309780384	0.00019974233239121534	0.002396907988694584	0.002396907988694584	0.0	0.00019974233239121534	0.00019974233239121534	0.0	0.00019974233239121534	0.0	9.987116619560767e-05	0.0003994846647824307	0.0	0.0	0.0	0.0	0.0	0.0008988404957604691	9.987116619560767e-05	0.0	0.0	0.0046939448111935605	0.0008988404957604691	0.0	9.987116619560767e-05	0.0	0.0	0.0	0.0	0.0	9.987116619560767e-05	0.000599226997173646	0.0
P9723_1005_S5_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0013936828999753783	0.0	0.0013936828999753783	0.0006503853533218432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.291219333169188e-05	0.012078585133119945	0.020812331306298983	0.0	0.0	0.006596765726550123	0.004831434053247978	0.0	0.0018582438666338377	0.002880277993282448	0.0	0.0020440682532972218	0.0003716487733267675	9.291219333169188e-05	0.004181048699926135	0.007711712046530426	0.002415717026623989	0.00018582438666338375	0.0010220341266486109	0.0030661023799458324	0.0	0.0053889072132381295	0.003623575539935983	0.002322804833292297	0.00018582438666338375	0.0	0.0	0.0	0.0	9.291219333169188e-05	0.003159014573277524	0.009755780299827647	0.0010220341266486109	0.0	0.0	0.005760555986564896	0.0005574731599901513	0.0	0.0	0.008176273013188887	0.01226440951978333	9.291219333169188e-05	9.291219333169188e-05	0.0013007707066436864	0.0018582438666338377	0.0003716487733267675	0.0	0.0	0.0	0.0021369804466289137	0.0025550853166215266
