Group.1	Group.2	x
1	Meadow	10.2375619500506
2	Meadow	10.0162070887971
3	Meadow	17.3716829009075
1	Alder	23.9088012840537
2	Alder	11.8159524246661
3	Alder	15.089204099306
1	Spruce-Alder	19.8266864025785
2	Spruce-Alder	11.3150753257915
3	Spruce-Alder	17.2319252946858
1	Spruce	9.85303611459134
2	Spruce	8.09945462506219
3	Spruce	15.6991370888094
1	Pine	3.97824792520411
2	Pine	5.48974053012765
3	Pine	10.1715309474453
