Group.1	Group.2	x
1	Meadow	33.1096641992547
2	Meadow	29.5079114075084
3	Meadow	32.4682655073054
1	Alder	58.3094901795689
2	Alder	47.9821010333885
3	Alder	39.1076902249575
1	Spruce-Alder	33.2612952606187
2	Spruce-Alder	38.0516224250568
3	Spruce-Alder	43.7170016383649
1	Spruce	22.7978781169974
2	Spruce	24.9894479969381
3	Spruce	32.4285945371255
1	Pine	14.3623461579192
2	Pine	21.2520516728002
3	Pine	24.5987338088108
