Group.1	Group.2	x
1	Meadow	7.19454197781451
2	Meadow	6.99924004280042
3	Meadow	7.0471230697726
1	Alder	9.19944720835793
2	Alder	8.51136375798636
3	Alder	7.70757450706398
1	Spruce-Alder	7.32107823215963
2	Spruce-Alder	7.52857291971659
3	Spruce-Alder	8.26204475976091
1	Spruce	5.82708584192616
2	Spruce	6.48286947172636
3	Spruce	6.65435081704462
1	Pine	5.19736326788031
2	Pine	6.09528150435344
3	Pine	6.07805904833529
