Group.1	Group.2	x
1	Meadow	0.835264892311963
2	Meadow	0.75416609181337
3	Meadow	0.89911499838123
1	Alder	0.957138560608499
2	Alder	0.908495177796573
3	Alder	0.931960826485384
1	Spruce-Alder	0.94682568617534
2	Spruce-Alder	0.895425054016903
3	Spruce-Alder	0.938111279203578
1	Spruce	0.889669143873738
2	Spruce	0.866086803304924
3	Spruce	0.921393113490779
1	Pine	0.7458949707858
2	Pine	0.801295311240033
3	Pine	0.880601279369277
